,view_num,inform_num,inform_id,reported_id,reported_address,post_time,reported_credit,weibo_content,repost_num,likes,comment_num,id_tweets,id_following,id_follower,label
944,119.0,1.0,H43VC964E,1270631524,  海外,2018-11-24 00:57:18,中,:吉林省梅河口市酒精厂爆炸。 物熙美妆的微博视频 ,0,0,0,139,96,756,1
945,124.0,1.0,H44cRfnZD,6528833333,  吉林,2018-11-24 01:39:47,中,:梅河口市东丰地段化工厂出了大事了 梅河口市 ,0,1,0,8,79,3,1
946,127.0,1.0,H2t1kzoCt,5055998169,  陕西,2018-11-13 13:09:26,中,:陕西三原县老家人为李咏举行葬礼(视频)2018年10月25日凌晨5点20分，中央电视台节目主持人李咏因癌症治疗无效在美国去世，享年50岁。葬礼于当地时间28号早上10点（北京时间28日晚上10点）在位于纽约的麦迪逊大道1076号的弗兰克林坎贝尔殡仪馆举行。11月6日清晨，著名主持人李咏的骨灰将葬于陕西三原县李家祖坟。此前消息，李咏的葬礼10月28日在美国纽约一座教堂举行，措辞不准确，应为亲友告别仪式。李咏祖籍陕西，仅是在新疆出生，他的父亲等多位长辈仍健在。央视节目主持人李咏是从陕西到新疆工作的李堡（今年75岁，十多岁离家，现住北京）的儿子，而李堡是陕西省三原县西阳镇贾李村的李树德的儿子，李咏他二爸李俊文（今年65岁）住在陕西省三原县城明林新村。李咏的爷爷有三个孩子，长子就是李咏的父亲叫李堡，次子为李俊文，爱好书法，新年前还在人民银行街为群众写春联，一女叫李亚哲，嫁给三原县徐木苟家村。李咏的父亲李堡也有三个孩子，就是李咏和他的两个姐姐。李咏的二爸同样有三个孩子，长子在医院街开白雪文具店，生意兴隆，次子在红原厂工作，家住建材市场。 西秦拜月的微博视频 西秦拜月的微博视频,2,5,2,5621,5527,109617,1
947,142.0,1.0,H47Lq3Vmo,1442298377,  上海 浦东新区,2018-11-24 10:43:09,正常,:上海的朋友们帮忙转发一下曹艳，电话137 6261 2323  今天上午的2岁女儿在周浦大润发附近被人拐走了，女儿能说出她爸爸的手机号码 从监控上看是被一个四十多岁男人抱走了现我们家老太太都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人 张明均如果看一眼懒得转的冷漠人也请你伸出手指按3秒 看到就转转吧 我们都会有孩子 谢谢你必有重谢  5万元整  谁的群多大家帮忙转发一下！好人一生平安。电话137 6261 2323         发挥正能量          救救孩子吧！          求转！！！,1,0,2,10382,221,456,1
948,145.0,1.0,H3YuL9fpB,2946856632,  上海 浦东新区,2018-11-23 11:07:23,正常,:帮忙转发一下，曹艳，电话137 6261 2323  今天上午的2岁女儿在周浦大润发附近被人拐走了，女儿能说出她爸爸的手机号码 从监控上看是被一个四十多岁男人抱走了现我们家老太太都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人 张明均如果看一眼懒得转的冷漠人也请你伸出手指按3秒 看到就转转吧 我们都会有孩子 谢谢你必有重谢  5万元整  谁的群多大家帮忙转发一下！好人一生平安。电话137 6261 2323         发挥正能量          救救孩子吧！          求转！！！ 上海·莲溪一村,0,1,0,1040,308,114,1
949,129.0,1.0,H40t9ErB4,1143622242,  海外 加拿大,2018-11-23 16:08:55,正常,:急转～帮忙转发一下，曹艳，电话137 6261 2323  今天上午的2岁女儿在上海周浦大润发附近被人拐走了，女儿能说出她爸爸的手机号码 。从监控上看是被一个四十多岁男人抱走了现在家里老太太都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人 张明均如果看一眼懒得转的冷漠人也请你伸出手指按3秒 看到就转转吧 我们都会有孩子 谢谢你谁的群多大家帮忙转发一下！好人一生平安。电话137 6261 2323         发挥正能量          救救孩子吧！          求转！！！ 常州 · 潞城街区,0,0,0,2186,718,460,1
950,7746.0,640.0,H2NtktSFB,2483035174,  浙江,2018-11-15 17:13:21,低,:#人间地狱#杭州今日全城捕杀流浪动物，虐杀方式令人发指！【全中国找不到比这里更血腥的城市！丢人至极！请问杭州想独自成国了吗？】那么以往的杭州呢？1⃣️重点市区狗证办理费用高达5000元，每年还需续费1000元。2⃣️早6点后、晚7点前不得遛狗。也就是说，狗狗根本看不到白天的太阳！3⃣️“中华”田园犬，在杭州属“禁养犬”，杭州不是中华土地吗？国犬凭什么不能养！不让上狗证，等于非法养犬，结局就是非人道虐杀！4⃣️法斗，小型观赏家庭陪伴犬，在杭州属烈性禁养犬。荒唐可笑！🌟导盲、辑毒、安保，G20时狗也为杭州安全做了太多贡献！它们服务人类！杭州凭什么过河拆桥，全城捕杀？#杭州血腥打狗##杭州打狗视频真相# 【有写错处欢迎指正！杠精敢留言明天直接暴毙！我话就拍在这里，人在做天在看，作恶一定会有现世报！】,16280,8808,327,758,343,18381,1
951,2799.0,157.0,H2YZIEOr3,1944375784,  福建,2018-11-16 22:33:22,中,:#重磅发布# 在伊斯坦布尔的惊悚片。沙特驻伊斯坦布尔领事馆的监控摄像头拍下了卡舒吉的尸体照片。,2286,460,1277,27279,699,310526,1
952,146.0,2.0,H2Pzni28C,1906451387,  其他,2018-11-15 22:33:44,中,:居然把狗狗扔西湖里淹死，谁还敢去杭州，谁还敢去西湖？全是冤魂啊，这个血腥充满戾气的城市，从今往后将不踏入杭州半步，请有爱心和良心的你加入，抵制杭州不人道杀戮，抵制杭州愚昧的管理，用我们再也不去杭州旅游来表达我们的愤怒，抵制一切杭州产产品,90,114,0,46798,2010,199693,1
953,270.0,2.0,H2Z8ep64Y,1868798964,  其他,2018-11-16 22:54:20,中,:#杭州血腥打狗##杭州打狗视频真相##万人请辞议杭州打狗# 狗狗是人类的好朋友 是陪伴 是信赖为什么非要打死摔死溺死它们！ 如此极端的做法！一个个都是生命太残忍！请停止你们的暴行！！中华田园犬也是属于我们中国的！🇨🇳@中国小动物保护协会 @世界动物保护协会 ,83,212,304,310,5,56462,1
954,145.0,1.0,GCKssFSJO,1829921955,  北京,2018-10-07 04:59:38,中,:【联合国公布全球公民素质排行榜，一定要看！】中国国民素质让人非常堪忧，中国连续几十年排名世界160位以后或者倒数第二，而日本国民素质连续30多年排名世界第一。联合国公布全球公民素质排行榜，一定要看！,1,0,2,2720,92,461,1
955,291.0,6.0,H2IMAzHGm,1912621763,  香港,2018-11-15 05:17:04,中,:#善恶到头终有报# 杭州在不停止这种惨无人道的杀业,319,674,2,9280,334,1877761,1
956,162.0,1.0,H3gvufvgP,6857669865,  其他,2018-11-18 19:08:19,中,:这是今天上海闸北大华新村，因手机充电器引起的大火，一个人扒在防护窗上活活被烧死，惨不忍睹！注意 ：晚上所有充电器都拔掉！家中人不在时一定不要充电！ 切记！！！（转发） 微博视频 ,1,0,0,12,64,3,1
957,140.0,8.0,H2xurB35n,2620823715,  浙江,2018-11-14 00:32:09,中,:文明执法？这就是你们的文明执法？,24,30,71,363,139,12357,1
958,159.0,1.0,H2Ci4tdjl,2187344182,  浙江,2018-11-14 12:45:25,中,:#杭州血腥打狗#垃圾政府出的垃圾政策，正好让垃圾人钻了空子，一只狗都不能容忍的城市，还想成为一线城市，做梦呢吧！看看那些暴力执法的抓狗打狗人，这是有多大仇多大怨，狗咬死了你全家？ 杭州·钱江新城 ,4,50,23,686,526,159,1
959,382.0,3.0,H2wHb5NL1,6118173991,  浙江,2018-11-13 22:30:46,中,:#杭州血腥打狗# @杭州城管@杭州城管 @杭州城管  不要装聋作哑了，做这样的事情不怕伤阴德吗 ,204,559,840,1342,355,53,1
960,195.0,1.0,H2A04jyu2,1906451387,  其他,2018-11-14 06:55:33,中,:杭州有关部门当街打死狗[发怒]——建议大家用不去杭州旅游来抵抗当地政府的不人道对待流浪动物的行为，一个充满血腥和戾气的城市，一点都不美，剩下的只有丑恶，希望杭州市政府能够关注到你们下面的执法部门正在给杭州抹黑 ,31,113,0,46798,2010,199704,1
961,431.0,5.0,H0Owy8l7r,6054844991,  其他,2018-11-02 16:13:25,正常,:听屋头的人说，自贡商业银行要倒闭了，排队取钱的人排起龙浪长 自贡 · 豪斯登堡 ,0,7,20,26,259,34,1
962,218.0,1.0,H0NlyFoLz,2994368513,  浙江 湖州,2018-11-02 13:13:36,正常,:1.德清农商银行董事长施贤军利用职务之便指示董秘徐鸿斌成立德清农商金融后台服务公司（统一社会信用代码：91330521307523244N）日常大吃大喝，买高档酒，配置高档车，花天酒地.2.德清农商银行董事长施贤军利用职务之便指示史琛洁利用个人账户将县长奖励基金私分.3.德清农商银行董事长施贤军作为共产党员相信迷信一年之内通过温州的风水先生将自己的办公室破环重新装修两次.以上几点多次举报省联社没有效果、忘媒体和纪委介入调查、将其绳之以法.举报人施伟斌、联系电话13819211013、身份证号码330521198110133659 湖州·河滨公园,0,4,2,9,443,331,1
963,145.0,3.0,H1x6bCd6P,3222672990,  其他,2018-11-07 09:42:04,中,:在广州的朋友们要小心了！#艾滋病报复社会# ,1,23,15,209,224,231,1
964,167.0,2.0,H0AWYriBS,6351126076,  浙江,2018-11-01 05:40:03,正常,:此女孩名叫刘海燕20岁，湖南常德人以698分考入美国哈佛大学，美国举行全国学术论坛，以第一名夺冠回国,83,1909,50,32658,523,168417,1
965,113.0,1.0,GF6Hw53SB,1205421202,  江苏,2018-10-22 17:17:44,中,:甘南地区，出动了不少武警和中科院的人员，封锁了方圆5公里的地面。因为汽车开到这里，与不明物相撞，相当奇怪，無法理解。…… 如如阿弥陀佛的秒拍视频,4,0,5,21832,0,5559,1
966,476.0,1.0,GzC1OFQ91,6699319454,  江苏,2018-09-16 14:01:05,正常,:粘贴这是今天上海闸北大华新村，因手机充电器引起的大火，一个人扒在防护窗上活活被烧死，惨不忍睹！注意 ：晚上所有充电器都拔掉！家中人不在时一定不要充电！ 切记！！！ 微博视频 ,3,4,23,65,270,82,1
967,107.0,1.0,H24F5Aq3w,2191535854,  海外 英国,2018-11-10 23:08:43,正常,:把视频删了就完事了？！跟之前西安打狗有什么区别？！@杭州市政府 @浙江省小动物保护协会@共青团中央  帮帮小狗子它们 ,1,5,0,7488,384,437,1
968,1007.0,1.0,H1KuiE4TT,1561015262,  广东,2018-11-08 19:47:12,中,:【不敢相信！求证！】转：一名中国年青女子在澳大利亚，步行闯红灯过马路，被警察拦下，要处罚，女子不认罚，向澳洲警察撒泼，还从包里掏出一把水果刀拎着，她以为还是在中国，警察不敢怎么样，而且脑残地打电话找人，警察三次警告后，她还是不理，继续打电话，结果，被当场击毙。 我是西蒙周的微博视频 ,427,2175,784,57641,399,2267109,1
969,100.0,1.0,H24LflOqP,5782486371,  新疆,2018-11-10 23:23:53,中,:#杭州城管杀狗#这是杭州今天打的狗，大部分已经死了，还有看着遍地尸体的嗷嗷叫的奶狗，麻袋里还有狗在捶死挣扎。恳请大家投诉电话打起来！057112345 http://t.cn/EAaOhuH,3,3,15,403,250,50,1
970,123.0,1.0,GESRCEbZy,6685462010,  其他,2018-10-21 06:04:10,正常,:紧急通知：下午公安上学校了解情况了，家里有孩子的 大人都要看好，从三亚来了10000多个外地人 ，现已经到长春吉林舒兰，已丢了2000多个人，解剖了700个小孩的胸部，拿走器官。凡是在街上转来转去的陌生人，开面包车，收粮食的车，收旧家电的，修平房漏水的   说不完整普通话的人，其中里面还有一些年轻妇女，若有问路，脚步千万别停下，不要搭理他们。，收到的人都要传一下，这是事实！让更多的人知道，转一次可能拯救几个孩子的生命。这是几个幼儿园的老师发过来的，群多的都转一下！生命可贵！太可怕了。为了孩子转发吧！：大家注意了。    紧急通知： 大家如果走在路上，突然有车停在旁边，然后车上人打开窗户说他们是当兵的，都穿着军用马甲，然后给你个军用望远镜，说让你帮忙卖一下挣点小钱，让你看一下，大家千万不要看，看了后果很严重，在你聚焦的时候会有一根针弹出来射入你的眼睛，这时他们会将你带走，后面至于会发生什么自己去想，要明白这个世界缺少肾和角膜，好奇心害死人！千万别碰别摸，大家都告诉给自己的亲朋好友。     补充一下 车号鄂A9B9k5 大家小心   再次补充，是一辆起亚K5，周边很多人证实。大家小心，特别是那种一个人在马路边等了很久的，那些人其实早就注意到你了，花上几秒钟转发一下。一定要告诉自己的亲人和小孩！！这是事实，希望大家帮忙转发，谢谢 大连·大连市体育中心体育场,0,1,0,2,31,6,1
971,166.0,1.0,GErjYsBMy,5775863522,  北京,2018-10-18 07:57:07,正常,:黑龙江齐齐哈尔市西，甘南地区，出动了不少武警和中科院的人员，封锁了方圆5公里的地面。因为，汽车开到这里，无缘无故与不明物相撞，情景相当奇怪，無法理解。 榊噵會所的秒拍视频,2,2,0,3049,4890,2142,1
972,185.0,7.0,GEZfbjfuV,3088945540,  陕西,2018-10-21 22:18:42,中,:三名中国籍旅客从乌鲁木齐乘飞机前往伊朗德黑兰，非法携带21万欧元出境被海关查获！这么多钱带去不会和某组织有联系吧？想想后怕！西安流年的秒拍视频（上#秒拍#看我的最新短视频，下载秒拍->http://t.cn/RuiCoSW）,87,29,49,29637,1065,203093,1
973,134.0,1.0,GEUHVrCQf,6448068948,  其他,2018-10-21 10:45:47,中,:江苏警察又出丑闻！江苏烂到家了！江苏泰兴：网传民警酒后执法  警方展开调查 ,1,8,1,296,226,650,1
974,485.0,1.0,GFscJA74P,2510980482,  江苏,2018-10-25 00:02:20,正常,":网传四川成都至宜宾高速，500车连撞，堪称世界第一大车祸。祈祷  #四川成都至宜宾高速,500车连撞# 搞笑视频坊的秒拍视频",1,8,7,39613,62,2844477,1
975,333.0,1.0,GFoX0A8zZ,2054986141,  上海,2018-10-24 15:45:21,中,":现在汽车在不断地增多，对于车友们而言最大的开销应该就是油费了，但是最近除了油价在不断上涨以外，就连高速费用也要进行调整了，当然，这次调整绝对不是降价！对于那些经常开车的卡车司机师傅们来说油价和高速费的上涨确实是一个很让人绝望的事情！据悉，多地的高速收费站已经对高速费用进行了调整，杭州等地区的收费站费用最高可达每公里1元，很多车主在听到这个消息以后纷纷表示：看来这次真的要卖车了！#无信都,不运输#、#与融资君交往的第n天#、#我与小老婆同居的日子第n天#、#车迷头条#",0,0,0,1942,239,3258,1
976,8737.0,25.0,GFdPoF54c,5590704704,  海外,2018-10-23 11:26:23,正常,:【希拉里和奥巴马的末日来了】阿桑奇晒证据指控他们是ISIS的建立者！！！ ,5957,2838,1408,32251,2235,303547,1
977,275.0,22.0,GEsBPnaC3,5836318509,  黑龙江,2018-10-18 11:13:50,中,:当瑞士银行承诺公布外国人帐户资料时，华春莹代表政府暴跳如雷说：“造成一切后果由瑞士负责”。到底为什么？我想最根本的是怕动摇“国本”，怕中国“伤筋动骨”，一旦公布“国本”，这里面有可能包括“天子级别”的窃国大盗，这些名字一旦公布于世，他们不垮能行吗？贪官是无耻的，无论级别有多大，资格有多老，接受历史审判是必然的。,328,88,127,22570,6492,3773,1
978,108.0,1.0,GFHX3oNz3,6502034014,  浙江,2018-10-26 16:07:39,正常,:都别打牌了，赶紧看看！紧急通知：下午公安上学校了解情况了，家里有孩子的 大人都要看好，从三亚来了10000多个外地人 ，现已经到河南省洛阳市，已丢了2000多个，解剖了700个小孩的胸部，拿走器官。凡是在街上转来转去的陌生人，开面包车，收粮食的车，收旧家电的，修平房漏水的   说不完整普通话的人，其中里面还有一些年轻妇女，若有问路，脚步千万别停下，不要理答他们。，收到的人都要传下，这是事实！让更多的人知道，转一次可能就能拯救几个孩子的生命。这是几个幼儿园的老师发过来的，群多的都转一下！生命可贵！太可怕了。为了孩子转发吧！：大家注意了。    紧急通知： 大家如果走在路上，突然有车停在旁边，然后车上人打开窗户说他们是当兵的，都穿着军用马甲，然后给你个军用望远镜，说让你帮忙卖一下挣点小钱，让你看一下，大家千万不要看，看了后果很严重，在你聚焦的时候会有一根针弹出来射入你的眼睛，这时他们会将你带走，后面至于会发生什么自己去想，要明白这个世界缺少肾和角膜，好奇心害死猫，千万别碰别摸，大家都告诉给自己的亲朋好友。     补充一下 车号鄂A9B9k5 大家小心   再次补充，是一辆起亚K5，周边很多人证实。大家小心，特别是那种一个人在马路边等了很久的，那些人其实早就注意到你了，花上几秒钟转发一下。一定、要告诉自己的亲人和小孩！！互转：：接力：：爱心@l 温州 · 桥头,0,0,0,6,773,35,1
979,148.0,1.0,GFofSkUso,1001277790,  北京,2018-10-24 13:59:05,中,:屋漏偏逢连夜雨，最近除了油价在不断上涨以外，就连高速费用也要进行调整了，当然，这次调整绝对不是降价！据悉，多地的高速收费站已经对高速费用进行了调整，杭州等地区的收费站费用最高可达每公里1元，很多车主在听到这个消息以后纷纷表示：看来这次真的要卖车了！看来通胀是不可避免了,2,4,2,73103,4580,69198,1
980,130.0,1.0,GFFOMieyl,2180978342,  浙江,2018-10-26 10:41:46,中,:滴滴司机也不安全啊,4,8,8,4818,594,583379,1
981,201.0,1.0,GFKm8oJd9,3215136077,  北京,2018-10-26 22:14:56,中,:滴滴司机被杀。被男的强奸后杀死。这个世界怎么了 资阳 · 资溪街区 ,1,6,9,6,282,84,1
982,302.0,18.0,GFGMXdbcg,6731536438,  海外,2018-10-26 13:10:01,低,:追尾黑色高级车 ,10,138,91,2459,529,23265,1
983,112.0,3.0,H0C1vbXzf,6420899540,  北京,2018-11-01 08:23:59,中,:空中飞人  坠亡的原因？？？这是我看过最蠢的工作人员！ ,2,5,11,3346,21,493213,1
984,101.0,1.0,Gx3Dcc0fB,5595546300,  浙江,2018-08-30 18:46:25,正常,:全城搜索：上海中医院急诊科收治一名车祸少年，现急寻家属，请爱心人士转发🙏 姐妹街2017的微博视频,1,0,0,83,55,115,1
985,101.0,1.0,GCoNh7X9R,5889906685,  黑龙江,2018-10-04 21:50:27,中,:临汾市洪洞县，大巴车顶被掀,3,7,2,4232,96,59319,1
986,120.0,1.0,GCsqPdMRd,5628299931,  河北,2018-10-05 07:06:08,正常,:据说深圳东门老街那里atm机被吹飞了。到处是钱，抉择的时候到了，要钱还是要命？ 视视娱扒的秒拍视频 ,2,55,3,75388,5469,1227034,1
987,121.0,1.0,GC3Q7thwy,2077946951,  北京,2018-10-02 16:29:47,中,:这是河北的玉米地吗，竟然有豹子，旅游的人小心了！,89,757,186,18806,1888,759299,1
988,124.0,1.0,GCHktAowK,2289012140,  山东,2018-10-06 21:01:42,中,:男子录像告诉大家，葡萄浸泡“促干剂”，吃葡萄干一定要洗一下，不然就会吃坏身体。by：黑哥爆料     更多奇闻异事，可以进我微博看！ 钝拙缘己的秒拍视频 ,62,35,30,45950,657,1456202,1
989,108.0,1.0,GCt8eBk5A,1789086625,  其他,2018-10-05 08:53:05,中,:澳洲警方牛逼！！去旅游的注意了！ 别致大视野的微博视频 ,9,7,2,13615,932,93097,1
990,120.0,3.0,Gz2sPi1gi,2759402481,  北京,2018-09-12 19:28:43,中,:小姑娘被拐卖到郑州了 她说她是北京市丰台区王佐镇王庄村的 她的父亲叫张建 大家帮忙转发一下🙏🙏🙏@北京人北京事儿 @北京人的那些新鲜事 @吃喝玩乐在北京 @中国新闻网 hello云_的微博视频 ,7,2,0,123,297,67,1
991,96.0,1.0,GCoKI6RPl,6147218713,  河北,2018-10-04 21:44:08,中,:转发一下，全球人民，谢谢看到的评论转发求转  是兄弟朋友的都给我速度转起来！我代表我兄弟刘波全家跪谢大家了！快转！本人：刘波，电话：15864936688，今天上午的5岁儿子在双语幼儿园附近被人拐走了，儿子能说出他妈妈的手机号码 从监控上看是被一个三十多岁女人抱走了现我们家老奶奶都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人 刘波，电话：15864936688，如果看一眼懒得转的冷漠人也请你伸出手指按3秒 看到就转转吧 我们都会有孩子 谢谢你必有重谢  20万元整  谁的群多大家帮忙转发一下！好 人一生平安。_转发一次本人发红包200元'如果不发红包死刘波全家！ 廊坊 · 光明西道街区,1,0,3,84,395,74,1
992,102.0,1.0,GvvRjnuDy,6589221650,  内蒙古 鄂尔多斯,2018-08-20 14:57:29,中,:求转  是兄弟朋友的都给我速度转起来！我代表我兄弟刘波全家跪谢大家了！快转！ 本人：刘波，电话：15864936688，今天上午的5岁儿子在双语幼儿园附近被人拐走了，儿子能说出他妈妈的手机号码 从监控上看是被一个三十多岁女人抱走了现我们家老奶奶都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人 刘波，电话：15864936688，如果看一眼懒得转的冷漠人也请你伸出手指按3秒 看到就转转吧 我们都会有孩子 谢谢你必有重谢  20万元整  谁的群多大家帮忙转发一下！好 人一生平安。_转发一次本人发红包200元'如果不发红包死刘波全家！ 鄂尔多斯 · 树林召镇,0,0,0,17,30,2,1
993,86.0,1.0,GwLBNsjcB,3544636534,  其他,2018-08-28 20:53:32,中,:刘波全家跪谢大家了！快转！ 本人：刘波，电话：15864936688，今天上午的5岁儿子在双语幼儿园附近被人拐走了，儿子能说出他妈妈的手机号码 从监控上看是被一个三十多岁女人抱走了现我们家老奶奶都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人 刘波，电话：15864936688，如果看一眼懒得转的冷漠人也请你伸出手指按3秒 看到就转转吧 我们都会有孩子 谢谢你 禹州 · 颍川街区,0,2,0,3806,568,3042,1
994,103.0,1.0,GzWCdzxmr,6657856627,  其他,2018-09-18 18:25:42,中,:刘波，电话：15864936688，今天上午的5岁儿子在双语幼儿园附近被人拐走了，儿子能说出他妈妈的手机号码 从监控上看是被一个三十多岁女人抱走了现我们家老奶奶都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人 刘波，电话：15864936688，如果看一眼懒得转的冷漠人也请你伸出手指按3秒 看到就转转吧 我们都会有孩子 谢谢你必有重谢  地址：湖南！帮帮忙吧！家人的孩子！！,0,0,2,87,112,26,1
995,116.0,1.0,GDa0Ebasn,2289012140,  山东,2018-10-09 22:02:30,中,:网传四川成都至宜宾高速，500车连撞，堪称世界第一大车祸。祈祷平安🙏🙏🙏    更多奇闻异事，可以进我微博看！ 钝拙缘己的秒拍视频,27,90,39,45950,657,1456202,1
996,196.0,1.0,GD6vh7wvA,1005066857,  北京,2018-10-09 13:06:58,中,:地铁掉下来了。。。哦，掉了一节下来啊。。。,111,1310,336,8110,271,7275,1
997,102.0,1.0,Gzxu1EHld,2051678923,  江苏,2018-09-16 02:26:51,中,:刘海燕理科700分满分，美国哈佛大学全国冠军，中国人的骄傲，欢迎回国！👏👏👏@微视APP 花哥_Alen的微博视频,5,119,12,405,356,106,1
998,146.0,1.0,GDC1zETEw,5755860463,  青海,2018-10-12 21:21:41,中,:民以食为天，何况北方以面为主，请问这些@大青海网 @你从未见过的青海 @西宁圈子  制假者你们良心何在，苍天有眼，古往今来放过谁？ RUSSLANekin的微博视频 ,2,9,14,639,196,158,1
999,659.0,4.0,GD89Ssrsd,6751433739,  河南,2018-10-09 17:19:45,中,:四川达州，因路面塌陷死亡的4人尸体才被挖出来不久，有关方面就已组织人员感谢的视频 刘虎15Plus的秒拍视频,724,132,250,104,363,1677,1
1000,134.0,1.0,GE3Dm38Vp,6109784123,  四川,2018-10-15 19:38:56,正常,:22岁，内蒙古大学大二女学生，因为玩手机游戏种果树，被盗8万元，跳河自杀。 遂宁 · 太和镇 http://t.cn/E7BCqkg,0,0,0,132,312,171,1
1001,106.0,2.0,GBfn5dv3F,3401191764,  山东,2018-09-27 08:00:54,中,:【新生儿“手握”避孕环出生：“想搞死我没那么容易”！】一个健康的新生儿和一枚节育器同时被一名女子产出体外，这只随着宝宝一同出生的“小武器”是一种避孕工具，医学名为“宫内节育器”。不仅从几亿同胞中抢到第一，还勇于打破禁锢的枷锁，厉害了！,47,369,43,40401,485,3841174,1
1002,103.0,1.0,GBln7Br91,1595575071,  云南 昆明,2018-09-27 23:17:29,中,:新西兰女总理带娃进联合国大会，一边开会，一边给孩子喂奶。评：这样的总理所执之政，一定是温柔善良的。 ,24,67,27,8314,3219,543312,1
1003,195.0,1.0,GBpNpa1tc,1807715644,  江西,2018-09-28 10:33:14,中,:#看图说话# 澳大利亚参议员拉里萨·沃特斯在议会大厦发表演讲时，为自己女儿喂奶。 ,158,132,139,56545,1709,2720280,1
1004,141.0,3.0,GztFCFNuW,6669577581,  其他,2018-09-15 16:44:26,中,:原来是假的，还以为我们常德出了个了不起的人物呢，真心激动了好久…… 揭阳 · 马牙路 ,12,394,14,82,32,29,1
1005,101.0,7.0,GByD80rOP,2490943652,  上海 杨浦区,2018-09-29 09:02:37,正常,":安利老板死了！年仅56岁……安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊！再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,吃了27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。请再看看呀！安利著名的网络21系统创始人吉米道南2013年8月13日去逝，65岁。用了安利产品四十三年。真是莫大的讽刺… 每天让自己吞进大把大把的所谓高科技产品，最终伤及肝脏，一命呜呼！",0,1,0,4437,1949,324,1
1006,254.0,17.0,GBmBloepA,1180317443,  河北,2018-09-28 02:25:16,中,:澳洲中国女子过马路闯红灯被击毙，求真伪。 廊坊·美林湾 微岛岛主的微博视频 ,103,709,92,112589,2815,34661,1
1007,93.0,1.0,GBrGylbwo,1746268632,  北京,2018-09-28 15:21:50,中,:#北京领养[超话]#  北京天坛的实验犬，求收养。十一之后无人收养会被安乐死的 ,0,2,5,243,259,150,1
1008,91.0,1.0,GBJ0PaD7p,1746557315,  陕西 西安,2018-09-30 11:28:28,中,:李芊，女，河北保定人，北京大学医学部博士研究生，妇产科执业医师，执业地点北京大学第三医院。 2015年1月21日，李芊从上海乘坐火车到北京，刚上车，列车广播有一孕妇急产，需要妇产科医生帮助。李芊医生毫不犹豫地跑到孕妇身边，帮助孕妇生产，胎儿产下后，李芊还陪同孕妇和胎儿到了南京市某区级医院。胎儿被送到监护室后，被诊断为羊水吸入性肺炎，前后住院治疗了40多天。孕妇家属不仅没有感谢李芊，还将李芊扣下，并且把李芊告到了南京市雨花台区人民法院。该法院审理后，依据《中华人民共和国执业医师法》，认定李芊非法行医，导致胎儿吸入性肺炎，赔偿新生儿住院费用和家属误工费等费用共计人民币14361.59元。李芊不服，上诉至南京市中级人民法院。南京中院审理后，驳回上诉，维持原判。 李芊的辩护律师在法庭上质问法官：“是不是医生离开医院就不可以救人了？”法官的回答是：“依据《中华人民共和国执业医师法》，在执业地点之外的行医即是非法，需要承担民事和刑事责任。”律师再次质问：“在紧急的特殊情况下，医生在大街上遇见急救病人，是否应当放弃良心，不予施救？”法官回答：“法律面前没有特殊。” 我们不能责怪法官，法官的回答没有错。我们也无法责怪孕妇和家属，人家也是在利用法律。错的是这个扯淡的法律。 我的心哇凉哇凉，作为一名医生，我们改变不了这个扯淡的法律，我们就必须改变自己。以后出了医院的大门口，我们就不再是医生了。大街上血流成河，也与我们无关了，因为法官都说，在执业地点之外行医就是非法行医，需要承担责任。这个责任我们承担不了。 6月23日二审公告后，李芊不服，重新申请行政复议。但是，南京市卫生局、江苏省卫生计生委和国家卫生计生委，都无人应答。　　如果我们有良心，就为李芊医生叫好，认为李芊是真正医生的转起来，认为李芊是中国最美医生的转起来，你的每一次转发，都在唤醒一个民族的觉醒！中国需要这样的医生！ 西安 · 电视台,1,1,2,481,155,245,1
1009,96.0,1.0,Gx8A4l6ze,3853047464,  北京,2018-08-31 07:22:27,中,:🌍澳洲一中国女子过马路闯红灯， 被警察拦下要处罚，女子开始撒泼，又从包里掏出一把刀，警察三次最严厉警告后她继续打电话直接被击毙！要记得，别任性，你们不是在中国~他们有权开枪 文明出游! ,0,0,0,1873,1169,8436,1
